Key,File,Type,schinese
firstAidTip_title,Journal Tip,,急救
foodPoisoningTip,Journal Tip,,吃喝乃人之必需，但如今不是所有的食物、饮料都安全。\n\n食物和饮品以百分比数值显示，表示患上痢疾的几率。\n铁胃技能等级越高，患上痢疾的几率越低。\n\n痢疾会引起腹泻，使你脱水。这会减缓你恢复体力和生命值的速度。\n秋麒麟茶和纯净矿泉水可以治疗痢疾。\n如果你饿极了，可以吃腐烂的食物，但会降低你的生命值。
foodPoisoningTip_title,Journal Tip,,痢疾/食物中毒
forgeTip,Journal Tip,,锻造炉可以用来熔炼金属和其他材料，从而制作配方。\n配方只能通过用锻造炉熔炼材料来制作，不能用你物品栏的东西制作。\n\n安装铁砧或风箱会提升锻造炉的性能，安装坩埚之后你就可以制作钢制物品了。\n按住E在你的土地征用区域拾起工作台。
forgeTip_title,Journal Tip,,锻造炉
generatorBankTip,Journal Tip,,发电机组可以让你给你的电子器件充电。\n它需要至少一个发动机，最多可扩展到六个。最大能量输出取决于安装的发动机数量。\n发电机组使用汽油作为燃料，汽油可以从战利品中取得，或者在化学工作站制作。\n需要一个电线工具，在电子器件之间连接或切断电线。
generatorBankTip_title,Journal Tip,,发电机组
harvestTip,Journal Tip,,使用任何带刃工具或武器，如骨刀，来给动物剥皮。\n使用扳手来分解汽车或机械类物品来获取高级资源。\n投入技能点可以增加在一些区域的收集所得。
harvestTip_title,Journal Tip,,收集资源
heatMapTip_title,Journal Tip,,活动地图
hotWeatherTip,Journal Tip,,如果你身体过热，可以通过穿衣服，喝下特定饮料或进入室内来缓解。\n\n物品的耐热等级越高，耐热效果越好，可以在炎热天气下更好地保护你。你可以通过检视一项物品来查看其耐热等级。
hotWeatherTip_title,Journal Tip,,天气过热
infectionTip,Journal Tip,,在丧尸横行的后末日时代，感染会成为一种持续性威胁。\n与丧尸战斗是最常见的感染原因，强烈推荐战前穿上护甲。\n\n感染会耗尽你的体力，一旦感染达到晚期，你的各项属性也会逐渐下降。若不加以治疗，7个游戏日内便会危及生命。\n\n使用任何可靠治疗手段（蜂蜜、草药抗生素、抗生素）都可以立即缓解你的症状，削减一定负面效果。一项治疗品本身列有治疗数值，表示可以治疗感染程度百分比多少。\n\n使用该物品会不会有（积极）效果，主界面的感染标记会相应变化。
infectionTip_title,Journal Tip,,感染
landClaimTip_title,Journal Tip,,土地征用
lockPickingTip,Journal Tip,,有些容器可以用开锁器打开。\n查看容器时按住互动键，选择“开锁”来撬锁。\n你无须拿着开锁器进行此动作。
lockPickingTip_title,Journal Tip,,开锁
meleeToolWireToolTip_title,Journal Tip,,电线工具
meleeWeaponStatsTip_title,Journal Tip,,近战武器属性
miningTip,Journal Tip,,除油页岩外，所有矿石普遍存在于任何生态环境中，并且可以在任何深度找到。包括铁、铅、煤和硝酸盐。\n而在沙漠之中，你可以找到油页岩，但找不到煤。\n\n在矿脉离地表较近的地方通常可以发现矿体堆积。要想找到矿脉，要向下直挖，不要横着挖。\n粘土几乎到处都可以挖出来。
miningTip_title,Journal Tip,,采矿
onFireTip,Journal Tip,,有些武器，丧尸，或是环境的一部分，可以让你着火。想熄灭火，你可以跳进水里，淹没自己，或是使用如开水之类的可饮用物品。喝水同样可以在最多10秒内防止自己着火，不过有些时候也可能只是因为太热了。
onFireTip_title,Journal Tip,,着火
paintingTip,Journal Tip,,使用油漆刷和油漆来让你的基地外观变得与众不同。\n对准任何可刷漆的物块，并使用辅助动作来给物体刷漆，用主要动作擦除油漆。\n按住重新装填按键以查看额外的刷漆功能并改变想要的喷漆颜色。\n创意模式拥有更多的喷漆功能。
paintingTip_title,Journal Tip,,喷漆
passthroughTriggeringTip_title,Journal Tip,,传感器和触发器
powerAttackTip,Journal Tip,,使用主要动作来攻击敌人和摧毁建筑。\n使用辅助动作来施展强力攻击，强力攻击可造成贡多伤害，并附加额外效果。不过会消耗更多体力。\n强力攻击不适用于维修工具，比如石斧和羊角锤。
powerAttackTip_title,Journal Tip,,强力攻击
quest_WhiteRiverCitizen1_description_title,Journal Tip,,白河市民
questTip,Journal Tip,,商人有工作交给那些愿意接受挑战的幸存者。\n埋藏补给任务需要玩家去寻找一个埋藏的库存（带把铲子），并将补给还给商人。\n清理任务需要消灭地点内的所有敌对生物。\n获取任务要求玩家在地点内找到并带回补给。\n清理和获取任务即两种任务的结合。\n群聚任务与清理任务类似，但需要消灭的敌对生物数量大幅增加。\n恢复电力任务发生于某个地点的夜晚，需 
questTip_title,Journal Tip,,任务
wowe naboje do strzelby zawierają drobny śrut, który może trafić wiele odrębnych celi. Podano obrażenia poszczególnych ziaren śrutu.\nObrażenia od wybuchu / promień wybuchu: Obrażenia zadawane wrogom w epicentrum wybuchu o promieniu podanym w metrach.\nObrażenia zadawane blokom: Większość broni zasięgowych zadaje niewielkie obrażenia blokom w porównaniu do narzędzi do pozyskiwania zasobów. Niektóre materiały wybuchowe zadają blokom bardzo wysokie obrażenia.\nPancerz celu: Amunicja obniżająca pancerz celu o 20% zmniejsza poziom ochrony pancerza z 50 do 40.\nPenetracja: 1 punkt penetracji przekłada się na penetrację 1 wroga lub bloku posiadającego 250 punktów zdrowia i trafienie kolejnego celu.\n\nPrędkość pocisku: Zaawansowane łuki / kusze oraz niektóre typy amunicji cechują się większą prędkością lotu pocisków, co powoduje spłaszczenie trajektorii.\nWielkość magazynka: Tylko to i aż to.\nLiczba pocisków / minutę: Szybkostrzelność broni.\nDocelowy zasięg: Jeśli cel znajduje się poza tym zasięgiem, пока не достигнет максимальной дальности
rangedWeaponStatsTip_title,Journal Tip,,远程武器/弹药数据
shapeMenuTip_title,Journal Tip,,形状菜单/放置物块
skillPointTip,Journal Tip,,你已经赢得了技能点。\n进入物品栏，切换至技能菜单，选择想要的属性或技能，点击购物车图标购买。\n技能使你可以使用特定能力，更高的技能等级需要特定的属性要求。\n\n部分技能可提高找到相关工具、武器、弹药或制作技能杂志的几率。例如，喷子技能可提高找到霰弹枪、霰弹枪弹药、霰弹枪零件和霰弹枪周刊的几率。
skillPointTip_title,Journal Tip,,花费技能点
solarBankTip,Journal Tip,,太阳能组使你可以为你的电子器具充能。它需要安装至少一个太阳能电池，最多可扩展到六个。\n最大能量输出取决于安装的太阳能电池数量和质量。\n太阳能组白天暴露在日光下可以产生能量。\n太阳能电池可以从商人处购买或战利品中获得。\n需要一个电线工具，在电子组件之间添加或切割电线。
solarBankTip_title,Journal Tip,,太阳能组
staminaAndToolsTip,Journal Tip,,第一次使用铁制工具时，许多人都没想到铁会那么重。\n铁制鹤嘴锄对金属的破坏力是石斧的2倍，当然所耗费的体力也是2倍。\n\n升级和吃煮熟的食物会增加你的基础体力。\n饮料和技能有助于恢复体力，减少体力消耗和运动造成的饥饿感。\n\n甚至仅仅是喝水也能恢复一点点体力。
staminaAndToolsTip_title,Journal Tip,,使用铁制工具
stealthTip,Journal Tip,,蹲伏的时候发动攻击即可获得潜行攻击伤害加成。\n只有当敌人在休息或者没有提高警惕的时候才有加成。\n针对同一目标的潜行攻击伤害加成存在冷却时间，PVP模式下最长为60秒，攻击丧尸为10秒，可以使用技能缩短攻击间隔时长。
stealthTip_title,Journal Tip,,隐身
survivalTip,Journal Tip,,当前生命值以红色显示， 
survivalTip_title,Journal Tip,,生存
traderTip,Journal Tip,,商人会出现在游戏世界中的各种定居点，他们的标志是一块商人告示牌和飘扬其上的绿色商人旗帜。\n物品可以用公爵币买卖。当前你持有的现金总额会显示在你物品栏上方。\n商人会周期性更新售卖的物品。\n有些物品只能以捆绑包的形式购买或出售。\n商人们 
traderTip_title,Journal Tip,,商人
treasureMapTip,Journal Tip,,藏宝图可以带来十分丰富的奖品。\n如果你阅读并接受了一份藏宝任务，地图和指南针会显示一个宝藏图标。跟随此图标，当接近目标时它将闪烁红光。\n当指南针图标开始闪烁红光时，就可以开始在此处挖掘。宝物通常埋在地下 2-3 米的位置。\n解锁寻宝者技能可以更轻松地找到宝物。
treasureMapTip_title,Journal Tip,,藏宝图
triggerDelayDurationTip,Journal Tip,,如果你有一个触发元件，如触发板、运动传感器或跳线，你可以自定义它的触发方式。\n打开此选项，你会看到控制选项，在每个设置下，用各种选项来控制触发延迟和持续时间。\n电源持续时间可以设置为定时触发，或者检测到有人在触发区域时触发。\n还可以将触发装置设置为一直开启，直到电源耗尽或被重置，以及到达自定义触发事件的触发条件。
triggerDelayDurationTip_title,Journal Tip,,触发延迟和持续时间
tutorialTipQuest01,Journal Tip,,亲爱的朋友，\n\n荒野是个很残酷的地方，我发现你赤身裸体置身于危险之中，身边什么都没有。看来你把公爵惹得非常恼火，你需要一点帮助。我会附上一份简短的指南助你在这里生存下去。如果你完成此任务，我们就可以接纳你。白河营地，那里很安全。\n\n愿你平安，——诺亚
tutorialTipQuest01_title,Journal Tip,,开始基础生存技巧
tutorialTipQuest02,Journal Tip,,基础生存技巧是你当前的活跃任务。任务的状态显示在屏幕右上角的目标追踪器中。想要获取更多的任务信息，访问你的物品栏并前往“任务”菜单。
tutorialTipQuest02_title,Journal Tip,,任务追踪
vendingMachineTip,Journal Tip,,自动贩卖机共有三种类型：各种目标点中的饮料及食物自动贩卖机，商人营地中的出租自动贩卖机，还有玩家拥有的可从商人处购买的自动贩卖机。所有贩卖机都需要使用公爵币，公爵币可以在世界各处找到，或者通过将物品贩卖给商人获得。可以在物品栏右上角查看你有多少公爵币。NPC可以在你租来的自动贩卖机购买物品，所以最好要保持自动贩卖机时刻都有货，但也不要囤积太多货物。
vendingMachineTip_title,Journal Tip,,自动贩卖机
waterTip,Journal Tip,,水分决定你的生命条和耐力条的恢复速度。空手时，你可以使用“E”键饮用任意来源的水。喝未煮沸的水会有染上痢疾的风险。你可以在篝火处使用烹饪锅将水煮沸。水分含量可以在角色状态菜单中查看。\n更高端的集水方法是制作露水收集器。\n当水分低于50%和25%时，你的恢复速度将受到不同程度的影响。\n当显示“喝水”增益效果时，所有饮品都会提供耐力恢复的小幅度加成。
waterTip_title,Journal Tip,,水
workbenchTip,Journal Tip,,工作台不仅有所有的背包配方，而且能解锁更高级的配方，让你有更多可以制作的物品。将一个建造动作加入队列，离开此处就能让你的主要建造队列开始工作。在你的土地征用区域内，按住“E”并从轮盘菜单中选择“拾取”，便可拾取所有工作站。
workbenchTip_title,Journal Tip,,工作台
xuiMovePrefab,LevelTools2,XUI,移动所有预制件
xuiMovePrefabDown,LevelTools2,XUI,下
xuiMovePrefabUp,LevelTools2,XUI,上
xuiColorProps,LightEditor,XUi,颜色属性
xuiColorPropsHexValue,LightEditor,XUi,HEX
xuiLightCopy,LightEditor,XUi,复制
xuiLightOnOff,LightEditor,XUi,灯光开启/关闭
xuiLightPaste,LightEditor,XUi,粘贴
xuiLightPropAngle,LightEditor,XUi,角度
xuiLightPropAngleTip,LightEditor,XUi,点式灯光角度
xuiLightPropColor40WattWhite,LightEditor,XUi,40瓦白色
xuiLightPropColorPreset,LightEditor,XUi,预设
xuiLightPropColorPreset100WattWhite,LightEditor,XUi,100瓦白色
xuiLightPropColorPresetCandle,LightEditor,XUi,蜡烛
xuiLightPropColorPresetCarbonArc,LightEditor,XUi,碳弧
xuiLightPropColorPresetCoolFluorescent,LightEditor,XUi,冷色荧光灯
xuiLightPropColorPresetCustom,LightEditor,XUi,自定义
xuiLightPropColorPresetFluorescent,LightEditor,XUi,荧光灯
xuiLightPropColorPresetFullSpectrum,LightEditor,XUi,全光谱
xuiLightPropColorPresetHalide,LightEditor,XUi,金卤灯
xuiLightPropColorPresetHalogen,LightEditor,XUi,卤素灯
xuiLightPropColorPresetHighNoonSun,LightEditor,XUi,正午太阳
xuiLightPropColorPresetHighPressureSodium,LightEditor,XUi,高压钠灯
xuiLightPropColorPresetMercury,LightEditor,XUi,水银蒸气灯
xuiLightPropColorPresetSodium,LightEditor,XUi,钠蒸汽灯
xuiLightPropColorPresetTip,LightEditor,XUi,为各种源选择预设项
xuiLightPropColorPresetWarmFluorescent,LightEditor,XUi,暖色荧光灯
xuiLightPropDelay,LightEditor,XUi,延迟
xuiLightPropDelayTip,LightEditor,XUi,闪烁与滑动的时间（秒）
xuiLightPropIntensity,LightEditor,XUi,强度
xuiLightPropIntensityTip,LightEditor,XUi,灯光强度
xuiLightPropRange,LightEditor,XUi,范围
xuiLightPropRangeTip,LightEditor,XUi,灯光范围（米）
xuiLightPropRate,LightEditor,XUi,速率
xuiLightPropRateTip,LightEditor,XUi,振荡频率（赫兹）
xuiLightProps,LightEditor,XUi,灯光属性
xuiLightPropShadow,LightEditor,XUi,阴影
xuiLightPropShadowsHard,LightEditor,XUi,强烈
xuiLightPropShadowsNone,LightEditor,XUi,无
xuiLightPropShadowsSoft,LightEditor,XUi,柔和
xuiLightPropShadowTip,LightEditor,XUi,决定阴影投射的数量
xuiLightPropState,LightEditor,XUi,状态
xuiLightPropStateBlinking,LightEditor,XUi,闪烁
xuiLightPropStateFluctuating,LightEditor,XUi,波动
xuiLightPropStatePulsing,LightEditor,XUi,脉冲
xuiLightPropStateStatic,LightEditor,XUi,静态
xuiLightPropStateTip,LightEditor,XUi,决定灯光上的动态功能
xuiLightPropType,LightEditor,XUi,类型
xuiLightPropTypePoint,LightEditor,XUi,点光源
xuiLightPropTypeSpot,LightEditor,XUi,聚光灯
xuiLightPropTypeTip,LightEditor,XUi,灯光类型
xuiLightRestoreDefaults,LightEditor,XUi,恢复默认
dialog_drone_command_follow,npc,Dialog,跟随
dialog_drone_command_heal,npc,Dialog,可以治疗我吗？
dialog_drone_command_stay,npc,Dialog,待在这里。
entitycommand_drone_debug_cam,npc,Dialog,调试视角
entitycommand_drone_dont_heal_allies,npc,Dialog,只治疗我。
entitycommand_drone_friendly_fire,npc,Dialog,友军误射
entitycommand_drone_heal_allies,npc,Dialog,治疗我的盟友。
entitycommand_drone_light,npc,Dialog,手电筒
entitycommand_drone_silent,npc,Dialog,安静模式
xuiDroneNeedsHealItemsStored,npc,Dialog,在无人机储物当中插入治疗物品
txGroupDecoration,painting,Group,装饰
txGroupExcluded,painting,Group,排除
txGroupFaux,painting,Group,仿制
txGroupMasonry,painting,Group,砖石
txGroupMetal,painting,Group,金属
txGroupPainted,painting,Group,涂料
txGroupWallCovering,painting,Group,墙面材料
txGroupWood,painting,Group,木头与屋顶
txName_Beercooler,painting,txGroupDecoration,啤酒冰箱
txName_Black_TV_Screen,painting,txGroupDecoration,黑色电视屏幕
txName_Bullseye,painting,txGroupDecoration,练习靶
txName_Cabinet,painting,txGroupDecoration,橱柜抽屉
txName_Cabinet_old_counter_sink,painting,txGroupDecoration,旧橱柜 水槽
txName_Cabinet_old_ft,painting,txGroupDecoration,旧橱柜 抽屉
txName_Cabinet_old_top_ft,painting,txGroupDecoration,旧橱柜 门
txName_Cabinet_old_wood,painting,txGroupDecoration,旧橱柜 侧面
txName_Cabinet_range,painting,txGroupDecoration,橱柜台范围
txName_Cabinet_side,painting,txGroupDecoration,橱柜侧面
